音檔,來源,漢字,羅馬字,長短
ImTong/SuiSiann_0143.wav,ing-gí-sû英語詞,你Word若拍了，愛會記得轉做PDF才提去印。,"Lí Word nā phah-liáu, ài ē-kì-tsit tsuán-tsò PDF tsiah the̍h-khì ìn.",5.27
ImTong/SuiSiann_0144.wav,ing-gí-sû英語詞,阮公司攏用Excel來做數。,Gún kong-si lóng iōng Excel lâi tsò siàu.,2.87
ImTong/SuiSiann_0145.wav,ing-gí-sû英語詞,恁這擺上課，敢有欲用Powerpoint來做投影片？,"Lín tsit pái siōng-khò, kám ū beh iōng Powerpoint lâi tsò tâu-iánn-phìnn?",4.55
ImTong/SuiSiann_0146.wav,ing-gí-sû英語詞,等我一下，這幾工我的電腦siooh-tooh-siooh-tooh，今Outlook袂振袂動。,"Tán--guá--tsi̍t-ē, tsit kuí kang guá ê tiān-náu siooh-tooh-siooh-tooh, tann Outlook bē-tín-bē-tāng.",6.2
ImTong/SuiSiann_0147.wav,ing-gí-sû英語詞,你做好的PPT，先寄一份予我鼻芳一下好無？,"Lí tsò-hó ê PPT, sing kià tsi̍t hūn hōo guá phīnn-phang--tsi̍t-ē hó--bô?",4.4
ImTong/SuiSiann_0148.wav,ing-gí-sû英語詞,檔案傳去Google Drive，分張予人較方便。,"Tóng-àn thuân-khì Google Drive, pun-tiunn hōo--lâng khah hong-piān.",4.01
ImTong/SuiSiann_0149.wav,ing-gí-sû英語詞,資料囥一份佇Dropbox做iú-pih，較毋驚SSD雄雄害去。,"Tsu-liāu khǹg tsi̍t hūn tī Dropbox tsò iú-pih, khah m̄ kiann SSD hiông-hiông hāi--khì.",6.53
ImTong/SuiSiann_0150.wav,ing-gí-sû英語詞,冰淇淋內底摻一寡Oreo嘛誠好食。,Ping-kî-lîm lāi-té tsham tsi̍t-kuá Oreo mā tsiânn hó-tsia̍h.,3.77
ImTong/SuiSiann_0151.wav,ing-gí-sû英語詞,聽講in公司後日暗時愛辦一場party。,Thiann-kóng in kong-si āu--ji̍t àm-sî ài pān tsi̍t tiûnn party.,4.61
ImTong/SuiSiann_0152.wav,ing-gí-sû英語詞,拄才公園內有誠濟人佇遐耍Pokémon。,Tú-tsiah kong-hn̂g-lāi ū tsiânn tsē lâng tī hia sńg Pokémon.,3.95
ImTong/SuiSiann_0153.wav,ing-gí-sû英語詞,象仔隊今仔日摃遐䆀，一下仔就GG a。,"Tshiūnn-á-tuī kin-á-ji̍t kòng hiah bái, tsi̍t-ē-á tō GG a.",4.04
ImTong/SuiSiann_0154.wav,ing-gí-sû英語詞,伊上PTT去phoo文投in爸母按怎拄按怎，結果無人插伊。,"I tsiūnn PTT khì phoo bûn tâu in pē-bú án-tsuánn tú án-tsuánn, kiat-kó bô lâng tshap--i.",6.86
ImTong/SuiSiann_0155.wav,ing-gí-sû英語詞,這程式是用Python寫的，因為Python的語法較簡單。,"Tse thîng-sik sī iōng Python siá--ê, in-uī Python ê gí-huat khah kán-tan.",5.36
ImTong/SuiSiann_0156.wav,ing-gí-sû英語詞,JS就是JavaScript ā，共你講你攏袂記得矣。,"JS tō sī JavaScript ā, kā lí kóng lí lóng bē-kì--tsit--ah.",5.27
ImTong/SuiSiann_0157.wav,ing-gí-sû英語詞,React佮Redux敆做伙用誠四序。,React kah Redux kap tsò-hué iōng tsiânn sù-sī.,4.37
ImTong/SuiSiann_0158.wav,ing-gí-sû英語詞,這網站敢有用著Redux？,Tse bāng-tsām kám ū iōng-tio̍h Redux?,3.95
ImTong/SuiSiann_0159.wav,ing-gí-sû英語詞,這馬寫網站誠忝頭，攏愛用著Webpack才有通做代誌。,"Tsit-má siá bāng-tsām tsiânn thiám-thâu, lóng ài iōng-tio̍h Webpack tsiah ū thang tsò tāi-tsì.",6.14
ImTong/SuiSiann_0160.wav,ing-gí-sû英語詞,Django是Python寫的一个開源的框，伊的軟體設計用MVT的模式，MVT分別代表Model模型，View介面佮Template枋模。,"Django sī Python siá ê tsi̍t ê khai-guân ê khing, i ê nńg-thé siat-kè iōng MVT ê bôo-sik, MVT hun-pia̍t tāi-piáu Model bôo-hîng, View kài-bīn kah Template pang-bôo.",13.7
ImTong/SuiSiann_0161.wav,ing-gí-sû英語詞,伊這馬寫的Javascript攏是用NodeJS走的。,I tsit-má siá ê Javascript lóng sī iōng NodeJS tsáu--ê.,4.79
ImTong/SuiSiann_0162.wav,ing-gí-sû英語詞,誠濟學校頭一門課就是教C-plus-plus的。,Tsiânn tsē ha̍k-hāu thâu tsi̍t mn̂g khò tō sī kà C-plus-plus--ê.,4.52
ImTong/SuiSiann_0163.wav,ing-gí-sû英語詞,我是寫C的，你咧？,"Guá sī siá C--ê, lí--leh?",2.06
ImTong/SuiSiann_0164.wav,ing-gí-sû英語詞,我拄才去看車，彼號TIIDA的後斗敢若閣袂䆀。,"Guá tú-tsiah khì khuànn tshia, hit-lō TIIDA ê āu-táu kán-ná koh bē-bái.",4.97
ImTong/SuiSiann_0165.wav,ing-gí-sû英語詞,阮兜攏駛Toyota的Camry，較慣勢。,"Gún tau lóng sái Toyota ê Camry, khah kuàn-sì.",3.32
ImTong/SuiSiann_0166.wav,ing-gí-sû英語詞,你這領T-shirt皺皺，提去熨熨咧啦。,"Lí tsit niá T-shirt jiâu-jiâu, the̍h-khì ut-ut--leh--lah.",3.41
ImTong/SuiSiann_0167.wav,ing-gí-sû英語詞,想欲家己看VR，就愛先去買一組較好的GPU設備。,"Siūnn-beh ka-tī khuànn VR, tō ài sing khì bé tsi̍t tsoo khah hó ê GPU siat-pī.",5.18
ImTong/SuiSiann_0168.wav,ing-gí-sû英語詞,這馬AI足奅的，講著AI就袂輸會趁大錢仝款。,"Tsit-má AI tsiok phānn--ê, kóng-tio̍h AI tō bē-su ē thàn-tuā-tsînn kāng-khuán.",5.48
ImTong/SuiSiann_0169.wav,ing-gí-sû英語詞,這个機器人的TTS是用HTS抑是Tacotron-two做的？,Tsit ê ki-khì-lâng ê TTS sī iōng HTS a̍h-sī Tacotron-two tsò--ê?,6.41
ImTong/SuiSiann_0170.wav,ing-gí-sû英語詞,你敢捌聽過ABCD狗咬豬？,Lí kám bat thiann-kuè ABCD káu kā ti?,3.11
ImTong/SuiSiann_0171.wav,ing-gí-sû英語詞,騎Gogoro電動車嘛無較恬，毋過毋免加油，只是不時愛去換ba̍t-té-lih。,"Khiâ Gogoro tiān-tōng-tshia mā bô khah tiām, m̄-koh m̄-bián ka-iû, tsí-sī put-sî ài khì uānn ba̍t-té-lih.",7.91
ImTong/SuiSiann_0172.wav,ing-gí-sû英語詞,新竹車頭對面有一間SOGO，門曷無關，冷氣攏走出來矣。,"Sin-tik tshia-thâu tuì-bīn ū tsi̍t king SOGO, mn̂g a̍h bô kuainn, líng-khì lóng tsáu--tshut-lâi--ah.",6.59
ImTong/SuiSiann_0173.wav,ing-gí-sû英語詞,In三个就痟Apple，逐擺出新的iPhone攏走去佮人排隊。,"In sann ê tō siáu Apple, ta̍k-pái tshut sin ê iPhone lóng tsáu-khì kah lâng pâi-tuī.",5.93
ImTong/SuiSiann_0174.wav,ing-gí-sû英語詞,這頓予我請，我鑢VISA就好。,"Tsit tǹg hōo guá tshiánn, guá lù VISA tō hó.",3.08
ImTong/SuiSiann_0175.wav,ing-gí-sû英語詞,這張信用卡的卡號是四二一空 七五六六 二五八九 三九空八，應該是Master卡。,"Tsit tiunn sìn-iōng khah ê khah-hō sī sù jī it khòng tshit ngóo lio̍k lio̍k jī ngóo pat kiú sam kiú khòng pat, ing-kai sī Master khah.",10.58
ImTong/SuiSiann_0176.wav,ing-gí-sû英語詞,彼間銀行有捒JCB的卡，講啥物……用JCB就予你sa-bì-sù。,"Hit king gîn-hâng ū sak JCB ê khah, kóng siánn-mih... iōng JCB tō hōo lí sa-bì-sù.",6.8
ImTong/SuiSiann_0177.wav,ing-gí-sû英語詞,下早仔有人敲電話來，講啥物這個月佇店內鑢JCB，鑢超過一千箍就送好空。,"E-tsái-á ū lâng khà tiān-uē lâi, kóng siánn-mih tsit kò gue̍h tī tiàm-lāi lù JCB, lù tshiau-kuè tsi̍t-tshing khoo tō sàng hó-khang。",9.02
ImTong/SuiSiann_0178.wav,ing-gí-sû英語詞,這五年咱台灣的GDP攏增加兩pha，主計處節過講，今年的GDP可能會比五萬兩千三百空四箍美金閣較懸。,"Tsit gōo nî lán Tâi-uân ê GDP lóng tsing-ka nn̄g pha, tsú-kè-tshù tsat-kuè kóng, kin-nî ê GDP khó-lîng ē pí gōo-bān nn̄g-tshing sann-pah khòng sì khoo bí-kim koh-khah kuân.",14.03
ImTong/SuiSiann_0179.wav,ing-gí-sû英語詞,學校的BBS無人咧用，收收起來矣。,"Ha̍k-hāu ê BBS bô lâng leh iōng, siu-siu--khí-lâi--ah.",3.68
ImTong/SuiSiann_0180.wav,ing-gí-sû英語詞,這擺錄音就照SOP做就好矣。,Tsit pái lo̍k-im tō tsiàu SOP tsò tō hó--ah.,3.68
ImTong/SuiSiann_0181.wav,ing-gí-sû英語詞,In就是無定SOP，才會逐擺攏會落勾物件。,"In tō sī bô tīng SOP, tsiah ē ta̍k-pái lóng ē làu-kau mi̍h-kiānn.",4.85
ImTong/SuiSiann_0182.wav,ing-gí-sû英語詞,In的server攏是裝Linux的，較好管理。,"In ê server lóng sī tsng Linux--ê, khah hó kuán-lí.",4.04
ImTong/SuiSiann_0183.wav,ing-gí-sû英語詞,推薦你用Ubuntu看覓仔，伊生了佮Windows仝款仔仝款。,"Thui-tsiàn lí iōng Ubuntu khuànn-māi-á, i senn liáu kah Windows kāng-khuán-á kāng-khuán.",5.48
ImTong/SuiSiann_0184.wav,ing-gí-sû英語詞,Windows Vista佮Windows 七的字型攏有支援Unicode Extension-B的字ā。,Windows Vista kah Windows tshit ê jī-hîng lóng ū tsi-uān Unicode Extension-B ê jī ā.,6.8
ImTong/SuiSiann_0185.wav,ing-gí-sû英語詞,你手機仔是Android抑是iOS的？,Lí tshiú-ki-á sī Android a̍h-sī iOS--ê?,3.26
ImTong/SuiSiann_0186.wav,ing-gí-sû英語詞,愛納錢，用PayPal的口座抑是用信用卡攏會使鑢。,"Ài la̍p-tsînn, iōng PayPal ê kháu-tsō a̍h-sī iōng sìn-iōng khah lóng ē-sái lù.",6.08
ImTong/SuiSiann_0187.wav,ing-gí-sû英語詞,莫閣用Big-five矣，用UTF八較袂出問題。,"Mài koh īong Big-five--ah, iōng UTF-peh khah bē tshut būn-tê.",5.09
ImTong/SuiSiann_0188.wav,ing-gí-sû英語詞,Email我寄矣，嘛有CC一份予阮總的。,"Email guá kià--ah, mā ū CC tsi̍t hūn hōo gún tsóng--ê.",5.62
ImTong/SuiSiann_0189.wav,ing-gí-sû英語詞,Ha̋nn？我無收著你的E-mail ā，你敢是寄去我的G-mail？,"Ha̋nn? Guá bô siu-tio̍h lí ê E-mail ā, lí kám sī kià khì guá ê G-mail?",6.59
ImTong/SuiSiann_0190.wav,ing-gí-sû英語詞,頭家！一碗搦仔麵，一份lòo-suh尾！,"Thâu-ke! Tsi̍t uánn la̍k-á-mī, tsi̍t hūn lòo-suh-bué!",3.83
ImTong/SuiSiann_0191.wav,ing-gí-sû英語詞,阿昌仔啥物樂器攏會曉，連sí-sōo-mì攏會曉歕。,"A-tshiong--á siánn-mih ga̍k-khì lóng ē-hiáng, liân sí-sōo-mì lóng ē-hiáu pûn.",5.21
ImTong/SuiSiann_0192.wav,ing-gí-sû英語詞,伊不止仔gâu，閣會曉歕sí-sōo-mì。,"I put-tsí-á gâu, koh ē-hiáu pûn sí-sōo-mì.",3.2
ImTong/SuiSiann_0193.wav,ing-gí-sû英語詞,這兩份幫我印雙面A-four，彼張海報印A三彩色的。,"Tsit nn̄g hūn pang guá ìn siang-bīn A-four, hit tiunn hái-pò ìn A-sann tshái-sik--ê.",6.26
ImTong/SuiSiann_0194.wav,ing-gí-sû英語詞,陳建瑋的歌足好聽的，伊出的CD我攏有買。,"Tân Kiàn-uí ê kua tsiok hó-thiann--ê, i tshut ê CD guá lóng ū bé.",5.18
ImTong/SuiSiann_0195.wav,ing-gí-sû英語詞,這支BB call已經變做古董，無人欲挃矣。,"Tsit ki BB call í-king piàn-tsò kóo-tóng, bô lâng beh ti̍h--ah.",4.22
ImTong/SuiSiann_0196.wav,ing-gí-sû英語詞,這兩支遙控的幫我提去予人copy一下。,Tsit nn̄g ki iâu-khòng--ê pang guá the̍h-khì hōo lâng copy--tsi̍t-ē.,3.83
ImTong/SuiSiann_0197.wav,ing-gí-sû英語詞,毋知我這支手機仔是三G的抑是四G的手機仔？,M̄ tsai guá tsit ki tshiú-ki-á sī sann-G--ê a̍h-sī sì-G ê tshiú-ki-á?,5.36
ImTong/SuiSiann_0198.wav,ing-gí-sû英語詞,四G的SIM卡敢會當插佇三G的手機仔內面？,Sì-G ê SIM khah kám ē-tàng tshah tī sann-G ê tshiú-ki-á lāi-bīn?,4.73
ImTong/SuiSiann_0199.wav,ing-gí-sû英語詞,阿榮仔的彼張HTC股票，一千箍落甲這馬賰無一百。,"A-îng--á ê hit tiunn HTC kóo-phiò, tsi̍t-tshing khoo lak kah tsit-má tshun bô tsi̍t-pah.",6.02
ImTong/SuiSiann_0200.wav,ing-gí-sû英語詞,按呢做敢OK？,Án-ne tsò kám OK?,1.67
ImTong/SuiSiann_0201.wav,ing-gí-sû英語詞,衫你穿L的抑是M的？,Sann lí tshīng L--ê a̍h-sī M--ê?,3.02
ImTong/SuiSiann_0202.wav,ing-gí-sû英語詞,阮囝穿XXL的，敢會使予阮試穿？,"Gún kiánn tshīng XXL--ê, kám ē-sái hōo gún tshì-tshīng?",4.64
ImTong/SuiSiann_0203.wav,ing-gí-sû英語詞,我頭一支手機仔是買Nokia的。,Guá thâu tsi̍t ki tshiú-ki-á sī bé Nokia--ê.,3.11
ImTong/SuiSiann_0204.wav,ing-gí-sû英語詞,Yahoo以早誠有名，毋過這馬已經倒矣。,"Yahoo í-tsá tsiânn ū-miâ, m̄-koh tsit-má í-king tó--ah.",5.41
ImTong/SuiSiann_0205.wav,ing-gí-sû英語詞,去PC-home買筆電敢有比去店內買較緊？,Khì PC-home bé pit-tiān kám ū pí khì tiàm-lāi bé khah kín?,4.1
ImTong/SuiSiann_0206.wav,ing-gí-sû英語詞,雨傘袂記得紮矣，QQ。,"Hōo-suànn bē-kì-tsit tsah--ah, QQ.",2.57
ImTong/SuiSiann_0207.wav,ing-gí-sû英語詞,邱的唱的R-and-B有夠好聽。,Khu--ê tshiùnn ê R-and-B ū-kàu hó-thiann.,3.05
ImTong/SuiSiann_0208.wav,ing-gí-sû英語詞,頭家我哪有遐瘦！S的我哪穿會lueh！,Thâu-ke guá ná ū hiah sán! S--ê guá nà tshīng ē lueh!,4.76
ImTong/SuiSiann_0209.wav,ing-gí-sû英語詞,你彼支Sony是幾吋的？,Lí hit ki Sony sī kuí tshùn--ê?,2.27
ImTong/SuiSiann_0210.wav,ing-gí-sû英語詞,Sony手機仔敢有好用？,Sony tshiú-ki-á kám ū hó iōng?,3.04
ImTong/SuiSiann_0211.wav,ing-gí-sû英語詞,Sony的抑是Samsung的手機仔，佗一支翕相效果較好？,"Sony--ê a̍h-sī Samsung ê tshiú-ki-á, tó tsi̍t ki hip-siòng hāu-kó khah hó?",7.6
ImTong/SuiSiann_0212.wav,ing-gí-sû英語詞,有欲去StarBucks買咖啡的無？這禮拜買一杯送一杯！,Ū beh khì StarBucks bé ka-pi--ê--bô? Tsit lé-pài bé tsi̍t pue sàng tsi̍t pue!,5.39
ImTong/SuiSiann_0213.wav,ing-gí-sû英語詞,公司頭前就有U-Bike的站，咱若上下班騎U-Bike會通。,"Kong-si thâu-tsîng tō ū U-Bike ê tsām, lán nā siōng-hā-pan khiâ U-Bike ē thong.",6.35
ImTong/SuiSiann_0214.wav,ing-gí-sû英語詞,敢會當麻煩你叫一台Uber來坐？,Kám ē-tàng mâ-huân lí kiò tsi̍t tâi Uber lâi tsē?,3.2
ImTong/SuiSiann_0215.wav,ing-gí-sû英語詞,聽講Uber的公司無保保險，出代誌無人會負責。,"Thiann-kóng Uber ê kong-si bô pó pó-hiám, tshut tāi-tsì bô lâng ē hū-tsik.",5.03
ImTong/SuiSiann_0216.wav,ing-gí-sû英語詞,羅的有一張VIP卡，緊去共伊借。,"Lô--ê ū tsi̍t tiunn VIP khah, kín khì kā i tsioh.",3.59
ImTong/SuiSiann_0217.wav,ing-gí-sû英語詞,咱十年前加入WTO，買賣物件較無抾稅。,"Lán tsa̍p nî tsîng ka-ji̍p WTO, bé-bē mi̍h-kiānn khah bô khioh-suè.",5.57
ImTong/SuiSiann_0218.wav,ing-gí-sû英語詞,台灣答應以後會用「已開發國家」的名佇WTO佮人撨代誌。,"Tâi-uân tah-ìng í-āu ē iōng ""í khai-huat kok-ka"" ê miâ tī WTO kah lâng tshiâu tāi-tsì.",7.43
ImTong/SuiSiann_0219.wav,ing-gí-sû英語詞,車號SRZ五三四九的車主，請鬥徙車一下，你閘著隔壁的車a。,"Tshia-hō SRZ ngóo sam sù kiú ê tshia-tsú, tshiánn tàu suá tshia--tsi̍t-ē, lí tsa̍h-tio̍h keh-piah ê tshia a.",7.97
ImTong/SuiSiann_0220.wav,ing-gí-sû英語詞,感謝逐家收聽今仔日的節目，遮是媠媠廣播電台AM 一空七點五千赫。,"Kám-siā ta̍k-ke siu-thiann kin-á-ji̍t ê tsiat-bo̍k, tsia sī Suí-suí Kóng-pò tiān-tâi AM it khòng tshit tiám ngóo tshing hik.",8.39
ImTong/SuiSiann_0221.wav,ing-gí-sû英語詞,你這馬咧收聽的是上蓋趣味的電台Taiwan radio FM 九四點一。各位聽眾朋友逐家好，我是今仔日的DJ米粉。,"Lí tsit-má leh siu-thiann--ê sī siōng-kài tshù-bī ê tiān-tâi Taiwan radio FM kiú sù tiám it. Kok-uī thiann-tsiòng pîng-iú ta̍k-ke hó, guá sī kin-á-ji̍t ê DJ Bí-hún.",12.2
ImTong/SuiSiann_0222.wav,ing-gí-sû英語詞,這冊揹仔面頂有三个tsiű-tsiú，三个色水攏無仝。,"Tse tsheh-phāinn-á bīn-tíng ū sann ê tsiű-tsiú, sann ê sik-tsuí lóng bô kâng.",5.45
ImTong/SuiSiann_0223.wav,ing-gí-sû英語詞,阮對Formosa來的，恁咧？,"Gún uì Formosa lâi--ê, lín--leh?",2.54
ImTong/SuiSiann_0224.wav,ing-gí-sû英語詞,咱的網站死矣，你行SSH入去主機掠漏好無？,"Lán ê bāng-tsām sí--ah, lí kiânn SSH ji̍p-khì tsú-ki lia̍h-lāu hó--bô?",5.78
ImTong/SuiSiann_0225.wav,ing-gí-sû英語詞,你共物件傳去FTP予我好無？,Lí kā mi̍h-kiānn thuân-khì FTP hōo--guá hó--bô?,3.44
ImTong/SuiSiann_0226.wav,ing-gí-sû英語詞,上驚的是拖lî-á-khah佮âu去柴工場抔鋸屑烌，會弄甲規面規頭毛攏是黃色鋸屑烌，䆀閣艱苦，毋過我攏毋捌聽âu喝忝。,"Siōng kiann--ê sī thua lî-á-khah kap âu khì tshâ-kang-tiûnn put kì-sut-hu, ē lōng kah kui bīn kui thâu-mn̂g lóng sī n̂g-sik kì-sut-hu, bái koh kan-khóo, m̄-koh guá lóng m̄-bat thiann âu huah thiám.",15.89
ImTong/SuiSiann_0227.wav,ing-gí-sû英語詞,我的iPad一直跳出iOS欲更新的通知。,Guá ê iPad it-ti̍t thiàu-tshut iOS beh king-sin ê thong-ti.,4.4
ImTong/SuiSiann_0228.wav,khang-sû-luī空詞類,我看你袂爽。,Guá khuànn lí bē-sóng.,1.31
ImTong/SuiSiann_0229.wav,khang-sû-luī空詞類,我看你誠爽。,Guá khuànn lí tsiânn sóng.,1.37
ImTong/SuiSiann_0230.wav,khang-sû-luī空詞類,我看伊無細膩趨倒，想欲共關心，曷知會去予當做變態，真正是好心予雷唚。,"Guá khuànn i bô-sè-jī tshu--tó, siūnn-beh kā kuan-sim, a̍h tsai ē khì hōo tòng-tsò piàn-thài, tsin-tsiànn sī hó-sim hōo luî tsim.",8.36
ImTong/SuiSiann_0231.wav,khang-sû-luī空詞類,我答應你會死心。,Guá tah-ìng lí ē sí-sim.,1.88
ImTong/SuiSiann_0232.wav,khang-sû-luī空詞類,伊答應我會讀冊。,I tah-ìng guá ē tha̍k-tsheh.,1.94
ImTong/SuiSiann_0233.wav,khang-sû-luī空詞類,我提醒你愛讀冊。,Guá thê-tshínn lí ài tha̍k-tsheh.,1.94
ImTong/SuiSiann_0234.wav,khang-sû-luī空詞類,伊提醒我愛食藥仔。,I thê-tshínn guá ài tsia̍h io̍h-á.,2.09
ImTong/SuiSiann_0235.wav,khang-sû-luī空詞類,我叫你顧店。,Guá kiò lí kòo tiàm.,1.49
ImTong/SuiSiann_0236.wav,kî-thann其他（問句後壁）,我哪會知？,Guá nà ē tsai?,1.1
ImTong/SuiSiann_0237.wav,kî-thann其他（問句後壁）,逐家講有媠無？,Ta̍k-ke kóng ū suí--bô?,1.7
ImTong/SuiSiann_0238.wav,kî-thann其他（問句後壁）,有喔。,Ū--ooh.,0.77
ImTong/SuiSiann_0239.wav,kî-thann其他（問句後壁）,有ōo。,Ū ōo.,0.89
ImTong/SuiSiann_0240.wav,kî-thann其他（問句後壁）,有őo。,Ū őo.,0.8
ImTong/SuiSiann_0241.wav,kî-thann其他（問句後壁）,全台灣有兩千三百五十一萬人，比舊年加一萬六千兩百八十八个。,"Tsuân Tâi-uân ū nn̄g-tshian sann-pah gōo-tsa̍p-it-bān lâng, pí kū-nî ke tsi̍t-bān la̍k-tshing nn̄g-pah peh-tsa̍p-peh ê.",9.02
ImTong/SuiSiann_0242.wav,kî-thann其他（問句後壁）,伊電視看無。,I tiān-sī khuànn-bô.,1.73
ImTong/SuiSiann_0243.wav,kî-thann其他（問句後壁）,無伊看電視，就無人會開a。,Bô i khuànn tiān-sī，tō bô lâng ē khui a.,2.96
ImTong/SuiSiann_0244.wav,kî-thann其他（問句後壁）,伊看報紙知影這个消息的是無？無，伊看電視。,"I khuànn pò-tsuá tsai-iánn tsit ê siau-sit--ê sī--bô? Bô, i khuànn tiān-sī.",5.51
ImTong/SuiSiann_0245.wav,mn̄g-kù問句,時鐘，時鐘，你哪會遮無閒?,"Sî-tsing, sî-tsing, lí ná ē tsiah bô-îng?",3.71
ImTong/SuiSiann_0246.wav,mn̄g-kù問句,你的幸福佇佗位?,Lí ê hīng-hok tī tó-uī?,2.09
ImTong/SuiSiann_0247.wav,mn̄g-kù問句,鉛筆盒仔貯啥物?,Iân-pit-a̍p-á té siánn-mi̍h?,1.91
ImTong/SuiSiann_0248.wav,mn̄g-kù問句,啥人腹肚枵？,Siánn-lâng pak-tóo-iau?,1.85
ImTong/SuiSiann_0249.wav,mn̄g-kù問句,你咧想啥物？,Lí teh siūnn siánn-mi̍h?,1.37
ImTong/SuiSiann_0250.wav,mn̄g-kù問句,這本冊偌濟錢？,Tsit pún tsheh juā-tsuē tsînn?,2.03
ImTong/SuiSiann_0251.wav,mn̄g-kù問句,這个囡仔這改考試進步幾分？,Tsit ê gín-á tsit kái khó-tshì tsìn-pōo kuí hun?,3.56
ImTong/SuiSiann_0252.wav,mn̄g-kù問句,桌頂的箸賰幾跤？,Toh-tíng ê tī tshun kuí kha?,2.09
ImTong/SuiSiann_0253.wav,mn̄g-kù問句,你暗頓想欲食啥物？,Lí àm-tǹg siūnn-beh tsia̍h siánn-mi̍h?,2.06
ImTong/SuiSiann_0254.wav,mn̄g-kù問句,你做過啥物摒掃的工課？做的時陣愛注意啥貨？,Lí tsò-kuè siánn-mih piànn-sàu ê khang-khuè? Tsò ê sî-tsūn ài tsù-ì siánn-huè?,5.27
ImTong/SuiSiann_0255.wav,mn̄g-kù問句,請問當時比賽？,Tshiánn-mn̄g tang-sî pí-sài?,2.24
ImTong/SuiSiann_0256.wav,mn̄g-kù問句,咱的車位佇佗？,Lán ê tshia-uī tī toh?,1.58
ImTong/SuiSiann_0257.wav,mn̄g-kù問句,空格仔內揀佗一个選項上妥當？,Khàng-keh-á lāi kíng tó tsi̍t ê suán-hāng siōng thò-tòng?,3.62
ImTong/SuiSiann_0258.wav,mn̄g-kù問句,請問下底佗一句的講法咱台語袂按呢講？,Tshiánn-mn̄g ē-té tó tsi̍t kù ê kóng-huat lán Tâi-gí bē án-ne kóng?,4.7
ImTong/SuiSiann_0259.wav,mn̄g-kù問句,請問這句話描述的內容，袂當用下底佗一句來替？,"Tshiánn-mn̄g tsit kù uē biâu-su̍t ê luē-iông, bē-tàng iōng ē-té tó tsi̍t kù lâi thè?",5.66
ImTong/SuiSiann_0260.wav,mn̄g-kù問句,請問下跤佗一項較符合對話的情境？,Tshiánn-mn̄g ē-kha tó tsi̍t hāng khah hû-ha̍p tuì-uē ê tsîng-kíng?,4.46
ImTong/SuiSiann_0261.wav,mn̄g-kù問句,伊買佗三本冊？,I bé tó sann pún tsheh?,1.76
ImTong/SuiSiann_0262.wav,mn̄g-kù問句,阿賢幾歲？講話的氣口袂輸大頭家。,A-hiân kuí huè? Kóng-uē ê khuì-kháu bē-su tuā thâu-ke.,4.46
ImTong/SuiSiann_0263.wav,mn̄g-kù問句,老師拄才講的是啥物意思？我無細膩睏去矣，啥物攏無聽的。,"Lāu-su tú-tsiah kóng--ê sī siánn-mih ì-sù? Guá bô-sè-jī khùn--khì--ah, siánn-mi̍h lóng bô thiann--ê.",6.74
ImTong/SuiSiann_0264.wav,mn̄g-kù問句,敲電話欲揣方小姐的是啥物人？,Khà tiān-uē beh tshuē Png sió-tsiá--ê sī siánn-mih lâng?,3.77
ImTong/SuiSiann_0265.wav,mn̄g-kù問句,阿婆佮先生娘上有可能是啥物關係？,A-pô kah sian-sinn-niû siāng ū khó-lîng sī siánn-mih kuan-hē?,4.7
