彼號嘿,hit-lō--heh
哎唷,aih-ioh
甘乎,kam--honnh
教啦,kà--lah
有影乎,ū-iánn--honnh
正經的,tsìng-king--ê
好nooh,hó--nooh
天寶仔啦,thian-pó--á--lah
頇慢,hân-bān
人啦,lâng--lah
號號咧啦,hō-hō--leh--lah
天寶,thian-pó
袂䆀呢,bē-bái--neh
按呢喔,án-ne--ooh
翕相喔,hip-siòng--ooh
ōo乎,ōo--honnh
笑的乎,tshiò--ê--honnh
笑的,tshiò--ê
好矣諾,hó--ah--hioh
開桌啦,khui-toh--lah
坐啦,tsē--lah
榮燦仔,îng-tshàn--á
阿財仔,a-tsâi--á
tsa̋u,tsa̋u
大漢的,tuā-hàn--ê
小妹仔啦,sió-muē-á--lah
姆仔喔,ḿ--á--ooh
介紹,kài-siāu
乎,honnh,--honnh
做伙乎,tsò-hué--honnh
姆仔,ḿ--á
多謝啊,to-siā--ah
牡丹啊,bóo-tan--ah
照顧乎,tsiàu-kòo--honnh
招呼,tsio-hoo
人客啦,lâng-kheh--lah
人客啦乎,lâng-kheh--lah--honnh
淑娟仔,siok-kuan--á
桌啦,toh--lah
照顧啦,tsiàu-kòo--lah
阿好姆,a-hó-ḿ
客氣啦,kheh-khì--lah
多謝乎,to-siā--honnh
會使矣,ē-sái--ah
萬財仔乎,bān-tsâi--á--honnh
仝梯的啦,kāng-the--ê--lah
黏,liâm
小妹仔,sió-muē-á,sió-bē-á
牽牽咧乎,khan-khan--leh--honnh
一家伙仔,tsi̍t-ke-hué-á
住址,tsū-tsí
相片,siòng-phìnn
萬財仔,bān-tsâi--á
仝款啦,kāng-khuán--lah
五福村,ngóo-hok-tshun
二十六,jī-tsa̍p-la̍k
瘦的,sán--ê
八十四,peh-tsa̍p-sì
Aputlah,a-put-lah
民國,bîn-kok
美國片,bí-kok-phìnn
國語片,kok-gí-phìnn
廣東片,kńg-tang-phìnn
廈門片,ē-mn̂g-phìnn
臺灣,tâi-uân
臺語片,tâi-gí-phìnn
拱樂社,kióng-lo̍k-siā
正港,tsiànn-káng
臺語,tâi-gí
王,ông
寶釧,pó-tshuan
與,í
平貴,pîng-kuì
出路,tshut-lōo
風聲,hong-siann
Aputlah絕,a-put-lah
對袂,tsua̍t-tuì
用得激,bē-īng-tsit
Thálooh,thá-looh
角頭,kak-thâu
阻止,tsóo-tsí
戲院,hì-īnn
無論,bô-lūn
阿猴,a-kâu
Thálooh桑,thá-looh--sáng
手勢,tshiú-sè
層,tsân
理由,lí-iû
天下,thian-hā
事,sū
臺灣人,tâi-uân-lâng
片矣,phìnn--ah
片仔,phìnn-á
寄託,kià-thok
不准,put-tsún
阻擋,tsóo-tòng
腳數,kioh-siàu
跋,pua̍h
袂使得,bē-saih--tsit
奉陪,hōng-puê
格,keh
Tsín桑,tsín--sáng
面子,bīn-tsú
袂用得,bē-īng-tsit,bē-īng--tsit,bē-iōng-tsit,bē-īng--tit
踩街,tshái-ke
a唅,a--hannh
跤手,kha-tshiú
喝矣,huah--ah
聽著乎,thiann--tio̍h--honnh
頭家娘乎,thâu-ke-niû--honnh
齣啦,tshut--lah
古井,kóo-tsénn
水雞呢,tsuí-ke--neh
白,pe̍h
瑞德,suī-tik
郝,hok
思嘉啦,su-ka--lah
片喔,phìnn--ooh
著啦,tio̍h--lah
大戲院,tuā-hì-īnn
隆重,liông-tiōng
獻映喔,hiàn-ìng--ooh
Hàu,hàu
資,tsu
動員,tōng-uân
毋成囝,m̄-tsiânn-kiánn
厲害的唅,lī-hāi--ê--hannh
場面,tiûnn-bīn
鬧熱,nāu-lia̍t
茂林仔乎,bōo-lîm--á--honnh
phaliphálih嘛,pha-li-phá-lih
影咧,tsai-iánn
魍,sánn
啦,báng--lah
Aputlah喔,a-put-lah--ooh
厚面神的,kāu-bīn-sîn--ê
金鳳社,kim-hōng-siā
人喔,lâng--ooh
妝妝咧,tsng-tsng--leh
紲落來喔,suà--lo̍h-lâi--ooh
妝做,tsng-tsò
月鳳仔,gua̍t-hōng--á
思嘉,su-ka
演,ián
亂世,luān-sè
佳人,ka-jîn
變猴弄啦,pìnn-kâu-lāng--lah
月鳳,gua̍t-hōng
身邊,sin-pinn
tueh啦,tueh--lah
種喔,tsióng--ooh
樹頭,tshiū-thâu
個性啦,kò-sìng--lah
規陣,kui-tīn
pingpingpiàngpiàng,ping-ping-piàng-piàng
吵死,tshá-sí
刁工,tiau-kang
大東,tāi-tong
鬧熱滾滾,lāu-lia̍t-kún-kún
插插插,tshah-tshah-tshah
成功的,sîng-kong--ê
成功,sîng-kong
歹講咧,pháinn-kóng--leh
租的呢,tsoo--ê--neh
青盲,tshenn-mê
貓,niau
鳥鼠,niáu-tshí
好運啦,hó-ūn--lah
規工,kui-kang
目空赤,ba̍k-khang-tshiah
話啦,uē--lah
閒,îng
講話啊,kóng-uē--ah
票房,phiò-pâng
翕的,hip--ê
支咧,ki--leh
才子,tsâi-tsú
西廂記,se-siong-kì
三十五,sann-tsa̍p-gōo
límih,lí-mih
唅,--hannh,hannh
講你,kóng--lí
是毋,sī--m̄
鄉親,hiong-tshin
好乎,hó--honnh
頭家乎,thâu-ke--honnh
捀場,phâng-tiûnn
排隊乎,pâi-tuī--honnh
位唅,uī--hannh
閃啦,siám--lah
戇象仔,gōng-tshiūnn--á
隻乎,tsiah--honnh
白目,pe̍h-ba̍k
猴啦,kâu--lah
這馬乎,tsit-má--honnh
顧門狗矣,kòo-mn̂g-káu--ah
顧門狗啊,kòo-mn̂g-káu--ah
態度啊,thài-tōo--ah
空氣乎,khang-khuì--honnh
恁啦,lín--lah
戇象,gōng-tshiūnn
痟的,siáu--ê
袂用得啊,bē-iōng--tsit--ah
顧門狗,kòo-mn̂g-káu
起跤動手,khí-kha-tāng-tshiú
顧門,kòo-mn̂g
死啊唅,sí--ah--hannh
按怎啊唅,án-tsuánn--ah--hannh
顧門狗啦,kòo-mn̂g-káu--lah
吞落去唅,thun--lo̍h-khì--hannh
放手啦,pàng-tshiú--lah
起跤動手啊,khí-kha-tāng-tshiú--ah
卸著,sià-tio̍h
哭枵喔,khàu-iau--ooh
狗eh啦,káu--eh--lah
狗喔,káu--ooh
看一下仔,khuànn--tsi̍t-ē-á
聳鬚,tshàng-tshiu
𪁎乎,tshio--honnh
著愛,tio̍h-ài
尊重,tsun-tiōng
輩份,puè-hūn
計較,kè-kàu
Aputlah這,a-put-lah
馬做,tsit-má
家a學,thâu-ke
範,lâng
ā開戲,tuā-pān
院,ā
人看,hì-īnn
飄撇啦,phiau-phiat--lah
袂用得啦,bē-īng--tsit--lah
痟的喔,siáu--ê--ooh
來者,lâi--tsiá
大細,tuā-sè
第七百,tē-tshit-pah
燒肉粽,sio-bah-tsàng
小馬,sió-má
久長,kú-tn̂g
交代你,kau-tài--lí
聽咧無,thiann--leh--bô
知影啦,tsai-iánn--lah
配合,phuè-ha̍p,phè-ha̍p
一切,it-tshè
火,hué
化去矣,hua--khì--ah
哪著,ná-tio̍h
交代,kau-tài
搖啊,iô--ah
奶母,ni-bú
媽媽啦,má-mah--lah
媽媽咧,má-mah--leh
吵伊,tshá--i
藥,io̍h
爸爸,pá-pah
M̋,m̋
賊囉,tsha̍t--looh
講啦,kóng--lah
著賊偷,tio̍h-tsha̍t-thau
ing暗,ing-àm
E̋,e̋
志明,tsì-bîng
啥物啦,siánn-mi̍h--lah
內褲,lāi-khòo
外面,guā-bīn
討客兄,thó-kheh-hiann
客兄,kheh-hiann
光時白日,kng-sî-pe̍h-li̍t
入門,ji̍p-mn̂g
偷來暗去,thau-lâi-àm-khì
頭家啊,thâu-ke--ah
拍啦,phah--lah
走啦,tsáu--lah
毋通啦,m̄-thang--lah
即時,tsik-sî
出去啦,tshut--khì--lah
頭家的,thâu-ke--ê
外,guā
月矣,gue̍h--ah
臺北,tâi-pak
做人,tsò-lâng
招待,tsiau-thāi
不周,put-tsiu
多多,to-to
指教,tsí-kàu
ha̋nn,ha̋nn
客氣nooh,kheh-khì--nooh
看一下乎,khuànn--tsi̍t-ē--honnh
姊姊,tsé-tseh
秀娟,siù-kuan
鴻文,hông-bûn
細姨,sè-î
拐咧,kuái--leh
小小,sió-sió
豬母肉呢,ti-bó-bah--neh
一聲,tsi̍t-siann
功夫,kang-hu
袂䆀喔,buē-bái--ooh
母夜叉,bú-iā-tshe
麵龜咧,mī-ku--leh
擋咧,tòng--leh
哎喲喂啊,ai-iō-uê--ah
哎喲,ai-iō
無啊,bô--ah
啥物貨啊,siánn-mih-huè--ah
啥物貨唅,siánn-mih-huè--hannh
步喔,pōo--ooh
雞胿,ke-kui
順風,sūn-hong
姑娘,koo-niû
獅頭啦,sai-thâu--lah
頇顢,han-bān
頇顢啦,han-bān--lah
功夫啦,kang-hu--lah
厝邊頭尾,tshù-pinn-thâu-bé,tshù-pinn-thâu-bué
師伯,sai-peh
師姆啦,sai-ḿ--lah
今仔日乎,kin-á-li̍t--honnh
講古,kóng-kóo
福來,hok-lâi
氣球,khì-kiû
太空,thài-khong
死人啊,sí-lâng--ah
冷去矣啦,líng--khì--ah--lah
脫,thuat
敢若乎,kán-ná--honnh
過暝,kuè-mî
雞胿仔咧,ke-kui-á--leh
食暗矣呢,tsia̍h-àm--ah--neh
讀書,tha̍k-tsu
轉來喔,tńg--lâi--ooh
彩券啦,tshái-kuàn--lah
A̋,a̋
彩券,tshái-kuàn
阿姆,a-ḿ
煮飯,tsú-pn̄g
搖喔,iô--ooh
鴻文仔,hông-bûn--á
轉來矣呢,tńg--lâi--ah--neh
無啦,bô--lah
搬來乎,puann--lâi--honnh
緣呢,iân--neh
食的啦,tsia̍h--ê--lah
冗早,liōng-tsá
大細聲,tuā-suè-siann,tuā-sè-siann
會堪得,ē-kham-tsit
按呢啦,án-ne--lah
知啦,tsai--lah
早起時仔,tsái-khí-sî-á
糜,muê
泡,phàu
牛奶,gû-ling
pháng的啦,pháng--ê--lah
歲仔乎,huè--á--honnh
一球仔,tsi̍t-kiû--á,tsi̍t-kiû-á
Mh,mh
老爸,lāu-pē
臨時工,lîm-sî-kang
細漢的,sè-hàn--ê
泔,ám
恬呢,tiām--neh
毋才乎,m̄-tsiah--honnh
小等咧,sió-tán--leh
想著矣,siūnn-tio̍h--ah
秀娟仔乎,siù-kuan--á--honnh
提的啦,the̍h--ê--lah
等候,tán-hāu
摵著,tshi̍k-tio̍h
煮熟乎,tsú-si̍k--honnh
予in按,hōo--in
呢意,án-ne
思就,ì-sù
款矣呢,kāng-khuán--ah--neh
袂用得呢,bē-īng--tsit--neh
抑無,a̍h-bô,ia̍h-bô,ah-bô
步啊,pōo--ah
發的,huat--ê,hua̍t--ê
尾幫車,bué-pang-tshia
翠翠啊,tshuì-tshuì--ah
救人喔,kiù-lâng--ooh
倚去,uá--khì
救咧啦,kiù--leh--lah
你啦,lí--lah
去啦,khì--lah
按怎呢,án-tsuánn--nih
救啦,kiù--lah
無法度啦,bô-huat-tōo--lah
三八,sam-pat
歲矣,huè--ah
囡仔性,gín-á-sìng
離喔,lī--ooh
表小弟,piáu-sió-tī
批,phue
飛轉來啦,pue--tńg-lâi--lah
飛轉來唅,pue--tńg-lâi--hannh
表小弟啊,piáu-sió-tī--ah
表姊,piáu-tsí
一絲仔啦,tsi̍t-si-á--lah
哎iah,aih-iah
斡過,uat-kè
爿啦,pîng--lah
正eh,tsiànn--eh
笑一下,tshiò--tsi̍t-ē
Hn̋g,hn̋g
按怎啦,án-tsuánn--lah
知影矣啦,tsai-iánn--ah--lah
暗矣,àm--ah
貨唅,huè--hannh
啥物啊,siánn-mi̍h--ah
嘿啦,hennh--lah
起痟,khí-siáu
爸仔囝,pē-á-kiánn
啥貨啦,siánn-huè--lah
囝咧,kiánn--leh
人唅,lâng--hannh
翠,tshuì
翠翠啦,tshuì-tshuì--lah
無伊,bô--i
老的啊,lāu--ê--ah
按怎咧,án-tsuánn--leh
簡單啦,kán-tan--lah
來啦,lâi--lah
有影無,ū-iánn--bô
大箍呆,tuā-khoo-tai
老猴,lāu-kâu
唚一下,tsim--tsi̍t-ē
庄頭,tsng-thâu
驚我,kiann--guá
轉來去矣,tńg--lâi-khì--ah
坐一下,tsē--tsi̍t-ē
清清,tshing-tshing
萬,bān
里,lí
明,bîng
水波,tsuí-pho
笑文文,tshiò-bûn-bûn
柳葉,liú-hio̍h
伴著,phuānn-tio̍h
山崙,suann-lūn
在,tsāi,sǹg
河邊,hô-pinn
情份,tsîng-hūn
青春,tshing-tshun
情戀,tsîng-luân
詩譜,si-phóo
相愛,siong-ài
難,lân
鳥啼聲,tsiáu-thî-siann
含,hâm
情,tsîng
意,ì
春光,tshun-kong
滿滿,muá-muá
有情,ū-tsîng
形影,hîng-iánn
談,tâm
情意,tsîng-ì
笑容,tshiò-iông
滿面,muá-bīn
春天,tshun-thinn
海角,hái-kak
天邊,thinn-pinn
分離,hun-lī
春風,tshun-hong
朝朝暮暮,tiâu-tiâu-bōo-bōo
如今,jû-kim
心心相印,sim-sim-siong-ìn
晴空,tsîng-khong
紅宵,âng-siau
燈火,ting-hué
青,tshenn
鎮定,tìn-tiānn
庄內,tsng-lāi
驚喔,kiann--ooh
娶你,tshuā--lí
講矣,kóng--ah
Sh,shh
對不住,tuì-put-tsū
受傷,siū-siong
太,thài
愛你,ài--lí
衝碰,tshóng-pōng
愛我,ài--guá
翠翠,tshuì-tshuì
相信我,siong-sìn--guá
嫁,kè
銅仔,tâng--á
教示,kà-sī
可惡,khó-ònn,khónn-ònn
小心咧,sió-sim--leh
姑母,koo-bió
家內,ka-lāi
離開你,lī-khui--lí
學業,ha̍k-gia̍p
隨時,suî-sî
送你,sàng--lí
仝款嘛,kāng-khuán--mah
怎樣,tsuánn-iūnn
怎樣啦,tsuánn-iūnn--lah
阿伯仔,a-peh--á
代誌啊,tāi-tsì--ah
mh,mh
這號,tsit-lō
行啦,kiânn--lah
三十七,sann-tsa̍p-tshit
新娘,sin-niû
人人,lâng-lâng
交著,kau-tio̍h
真情,tsin-tsîng
動,tōng
友,iú
怎樣咧,tsuánn-iūnn--leh
如何,lû-hô
情伴,tsîng-phuānn
哥哥,ko--koh
嘻,hi
散,suànn
自由自在,tsū-iû-tsū-tsāi
消遙,siau-iâu
通得,thang-tsit
愛情,ài-tsîng
老的,lāu--ê
生來,senn--lâi
分明,hun-bîng
妹妹,me--meh
今來,kim--lâi
情話,tsîng-uē
糖甘蜜甜,thn̂g-kam-bi̍t-tinn
過日,kuè-ji̍t
死囡仔,sí-gín-á
差教的,tshe-kà--ê
吐癗,thóo-luî
摒,piànn
糞埽毋,pùn-sò--m̄
挵著,lòng-tio̍h,lòng--tio̍h
我的呢,guá--ê--neh
我的啦,guá--ê--lah
插你,tshap--lí
挵lueh啦,lòng--lueh--lah
插你啦,tshap--lí--lah
掃掃咧,sàu-sàu--leh
失禮喔,sit-lé--ooh
失禮乎,sit-lé--honnh
點矣,tiám--ah
欸,eh
走出來呢,tsáu--tshut-lâi--neh
siāng款,siāng-khuán
來的呢,lâi--ê--neh
行喔,kiânn--ooh
叫咧,kiò--leh
麵店仔,mī-tiàm-á
管啦,kuán--lah
好嘛,hó--mah
來矣呢,lâi--ah--neh
排的嘛,pâi--ê--mah
冤家啦,uan-ke--lah
排嘛,pâi--mah
kheh啦,kheh--lah
排隊啦,pâi-tuī--lah
遮啦,tsia--lah
看一下,khuànn--tsi̍t-ē
笑一下啦,tshiò--tsi̍t-ē--lah
挈去,khe̍h--khì,khe̍h-khì
高中,ko-tiong
畢業的,pit-gia̍p--ê
誠然,sîng-jiân
自由啦,tsū-iû--lah
高三,ko-sann
獨身的呢,to̍k-sin--ê--neh
獨身,to̍k-sin
Penicillin,penicillin
Penicillin啦,penicillin--lah
獨身咧,to̍k-sin--leh
嬈,hiâu
看啦,khuànn--lah
獨身啦,to̍k-sin--lah
來的講,lâi--ê--kóng
看一下啦,khuànn--tsi̍t-ē--lah
痟貓,siáu-niau
書,tsu
後房啦,āu-pâng--lah
唌唌,siânn-siânn
規大堆啦,kui-tuā-tui--lah
堪得,kham-tsit
怎樣啊,tsuánn-iūnn--ah
番仔火枝呢,huan-á-hé-ki--neh
汽油呢,khì-iû--neh
番仔火枝,huan-á-hé-ki
汽油,khì-iû
做伙的,tsò-hué--ê
爆炸,po̍k-tsà
囝乎,kiánn--honnh
關咧,kuainn--leh
毋拄好,m̄-tú-hó
挵入來,lòng--li̍p-lâi
e̋,e̋
頭矣啦,thâu--ah--lah
袂騙得,bē-phiàn-tsit
痟狗乎,siáu-káu--honnh
亂來,luān-lâi
主婚,tsú-hun
人格,lîn-keh
對方,tuì-hong
熊,hîm
虎,hóo
亂亂交,luān-luān-kau
區公所,khu-kong-sóo
盧先生,lôo--sian-sinn
介紹的,kài-siāu--ê
斯文咧,su-bûn--leh
內才,lāi-tsâi
外才乎,guā-tsâi--honnh
看著乎,khuànn--tio̍h--honnh
亂亂講,luān-luān-kóng
袂見笑,bē-kiàn-siàu
死人債毋,sí-lâng-tsè--m̄
挵,lòng
挵我,lòng--guá
擺矣呢,pái--ah--neh
別位仔,pa̍t-uī-á
偏偏仔,phian-phian-á
公家的,kong-ke--ê
行咧,kiânn--leh
門跤口呢,mn̂g-kha-kháu--neh
講話啦,kóng-uē--lah
賠來,puê--lâi
洗衫仔錢,sé-sann-á-tsînn
提來,the̍h--lâi,the̍h-lâi,thue̍h-lâi
痟狗,siáu-káu
毋成貓,m̄-tsiânn-niau
緣投仔先,iân-tâu-á-sian
有啦,ū--lah
痟貓啊,siáu-niau--ah
拳頭,kûn-thâu
大路,tuā-lōo
內面啦,lāi-bīn--lah
圍圍起來,uî-uî--khí-lâi
石頭,tsio̍h-thâu
改名啦,kái-miâ--lah
石,tsio̍h
阿狗啦,a-káu--lah
狗啦,káu--lah
開門喔,khui-mn̂g--ooh
關啊,kuainn--ah
佇咧無啊,tī--leh--bô--ah
來矣啦,lâi--ah--lah
料,liāu
吩咐啦,huan-hù--lah
佗位啊,tó-uī--ah
窗仔門乎,thang-á-mn̂g--honnh
釘釘起來,tìng-tìng--khí-lâi
Oo,oo
大門乎,tuā-mn̂g--honnh
懸咧,kuân--leh
窗仔門,thang-á-mn̂g
通風,thang-hong
釘起來,tìng--khí-lâi
出入,tshut-li̍p
Putin,putin
固,kòo
權力,khuân-li̍k
Russia,russia
總統,tsóng-thóng
Vladimir,vladimir
不斷,put-tuān
升高,sing-ko
西方,se-hong
觀點,kuan-tiám
底,té
制裁,tsè-tshâi
加上,ka-siōng
打擊,tánn-kik
貨幣,huè-pè
Rouble,rouble
匯率,huē-lu̍t
半年,puànn-nî
彼陣,hit-tsūn
預測的,ī-tshik--ê
漸漸,tsiām-tsiām
回升,huê-sing
強硬,kiông-ngē
歐洲,au-tsiu
勝利,sìng-lī
官方,kuann-hong
論點,lūn-tiám
全面,tsuân-bīn
國營,kok-îng
電視台,tiān-sī-tâi
EU,eu
分配,hun-phuè
蘇聯,soo-liân
共產,kiōng-sán
集團,tsi̍p-thuân
崩解,pang-kái
取得,tshú-tit
來自,lâi-tsū
東歐,tang-au
焦去,ta--khì
東,tang
歐盟,au-bîng
財富,tsâi-hù
次,tshù
軍機,kun-ki
逼近,pik-kīn
邊界,pian-kài
唱聲,tshiàng-siann
武器,bú-khì
分析家,hun-sik-ka
戰爭,tsiàn-tsing
Cuba,cuba
飛彈,hui-tuânn
程度,thîng-tōo
激化,kik-huà
國內,kok-lāi
中產,tiong-sán
階級,kai-kip
不滿,put-buán,put-muá
𤆬領,tshuā-niá
統治,thóng-tī
社會,siā-huē
散食,sàn-tsia̍h
庄跤,tsng-kha
會合,huē-ha̍p
穩定,ún-tīng
挑戰,thiáu-tsiàn
Ukraine,ukraine
併吞,pìng-thun
Crimea,crimea
半島,puàn-tó
國族,kok-tso̍k
壓制,ap-tsè
加強,ka-kiông
合法性,ha̍p-huat-sìng
開戰,khai-tsiàn
食力,tsia̍h-la̍t
威嚇,ui-hik
表現,piáu-hiān
弱點,jio̍k-tiám
戰事,tsiàn-sū
以及,í-ki̍p
聲望,sing-bōng
有利,iú-lī
政權,tsìng-khuân
欶,suh
麻藥仔,bâ-io̍h-á
過量,kuè-liōng
收煞,siu-suah
身上,sin-siōng
之下,tsi-hā
負面,hū-bīn
印象,ìn-siōng
反映,huán-ìng
現實,hiān-si̍t
bànbah,bàn-bah
貼紙,tah-tsuá
Barack,barack
月初,gue̍h-tshe
原則,guân-tsik
要點,iàu-tiám
月底,gue̍h-té
以前,í-tsîng
達成,ta̍t-sîng
協議,hia̍p-gī
Raúl,raúl
Castro,castro
會談,huē-tâm
推動,thui-tōng
正常化,tsìng-siông-huà
贊成者,tsàn-sîng-tsiá
務實,bū-si̍t
路線,lōo-suànn
抵制,té-tsè
讓步,niū-pōo
讓,niū
意願,ì-guān
參選,tsham-suán
人士,jîn-sū
金融,kim-iông
副,hù
總編輯,tsóng-pian-tsi̍p
Philip,philip
Stephens,stephens
拜五,pài-gōo
世界觀,sè-kài-kuan
頂頭,tíng-thâu
標語,piau-gí
表達,piáu-ta̍t
笑詼,tshiò-khue
剾洗,khau-sé
爽的,sóng--ê
重點,tiōng-tiám
強大,kiông-tāi
冷戰,líng-tsiàn
結束,kiat-sok
看做,khuànn-tsò
邪,siâ
雙方,siang-hong
爭,tsing,tsenn
死對頭,sí-tuì-thâu
認清,jīn-tshing
形勢,hîng-sè
勇氣,ióng-khì
完全,uân-tsuân
辯護,piān-hōo
George,george
W,w
Bush,bush
留落來,lâu--lo̍h-lâi
Afghanistan,afghanistan
盟邦,bîng-pang
敵人,ti̍k-lîn
眼內,gán-lāi
不利,put-lī
Syria,syria
老百姓,láu-peh-sènn
迒過,hānn-kuè
紅線,âng-suànn
行動,hîng-tōng
東海,tang-hái
出招,tshut-tsiau
估算,kóo-sǹg
結論,kiat-lūn
注重,tsù-tiōng
力量,li̍k-liōng
種種,tsióng-tsióng
缺點,khuat-tiám
需要的,su-iàu--ê
企圖心,khì-tôo-sim
中間,tiong-kan
平衡,pîng-hîng
套,thò
執行,tsip-hîng
戰略,tsiàn-lio̍k
Hillary,hillary
Clinton,clinton
終結,tsiong-kiat
監禁,kam-kìm
Baltimore,baltimore
種族,tsíng-tso̍k
暴動,po̍k-tōng
炎,iām
爭取,tsing-tshú
民主黨,bîn-tsú-tóng
提名,thê-miâ
宣誓,suan-sè
現象,hiān-siōng
四月,sì-gue̍h,sì--gue̍h
Columbia,columbia
演說,ián-suat
烏人,oo-lâng
男性,lâm-sìng
一世人,tsi̍t-sì-lâng
櫳仔內,lông-á-lāi
人口,jîn-kháu
佔,tsiàm
監獄,kann-ga̍k
二十五,jī-tsa̍p-gōo
𤲍,kheh
費用,huì-iōng
困難,khùn-lân
中斷,tiong-tuān
人生,jîn-sing,lîn-sing
囚犯,siû-huān
犯,huān
輕罪的,khin-tsuē--ê
關起來,kuainn--khí-lâi
降低,kàng-kē
犯罪,huān-tsuē
拆散,thiah-suànn
家庭,ka-tîng
社區,siā-khu
規个,kui-ê
體系,thé-hē
偏見,phian-kiàn
坐監,tsē-kann
白人,pe̍h-lâng
刑期,hîng-kî
新聞,sin-bûn
警告過矣,kíng-kò--kuè--ah
講來,kóng--lâi
刑事,hîng-sū
法,huat
Bill,bill
簽署的,tshiam-sú--ê
擬定的,gí-tīng--ê
參議員,tsham-gī-guân
現任,hiān-jīm
副總統,hù-tsóng-thóng
Joe,joe
Biden,biden
Slate,slate
評論家,phîng-lūn-ka
Jamelle,jamelle
Bouie,bouie
闊的,khuah--ê
平等,pîng-tíng
出勤,tshut-khîn
安,an
攝影機,liap-iánn-ki
記錄,kì-lo̍k
執法,tsip-huat
對象,tuì-siōng
要求的,iau-kiû--ê
利害,lī-hāi
選票,suán-phiò
支持者,tsi-tshî-tsiá
預料,ī-liāu
寫入,siá-ji̍p
議程,gī-tîng
有力,ū-la̍t
信號,sìn-hō
跟綴,kin-tuè
當選,tòng-suán
被,pī
承諾,sîng-lo̍k
屠殺,tôo-sat
教訓,kàu-hùn
近代,kīn-tāi
歷史,li̍k-sú
紀念日,kì-liām-li̍t
發生咧,huat-sing--leh
記者,kì-tsiá
Christian,christian
Caryl,caryl
逃難,tô-lān
Bashar,bashar
alAssad一,al-assad
激派的,kuè-kik-phài
I,ê
slam,islam
宗教上,tsong-kàu-siōng
異己,ī-kí
Congo,congo
民主,bîn-tsú
共和國,kiōng-hô-kok
中非,tiong-hui
南,lâm
Sudan,sudan
經歷,king-li̍k
規模,kui-bôo
暴行,pō-hîng
Darfur,darfur
殘害,tsân-hāi
族群,tso̍k-kûn
Myanmar,myanmar
迫害,pik-hāi
Rohingya,rohingya
觀察者,kuan-tshat-tsiá
早期,tsá-kî
影跡,iánn-tsiah,iánn-jiah
Paul,paul
Stares,stares
全球化,tsuân-kiû-huà
大規模,tuā-kui-bôo
掩崁,am-khàm
傳遍,thuân-phiàn
暴力,pō-li̍k
統治者,thóng-tī-tsiá
毋敢,m̄-kánn
烏白來,oo-pe̍h-lâi
Rwanda,rwanda
國際上,kok-tsè-siōng
機制,ki-tsè
介入,kài-ji̍p
比喻,pí-lū
法院,huat-īnn
部會,pōo-huē
委員會,uí-uân-huē
防止,hông-tsí
舉出,kí-tshut
相對,siong-tuì
樂觀,lo̍k-kuan
起訴,khí-sòo
Omar,omar
alBashir,al-bashir
拋拋走,pha-pha-tsáu
舊年底,kū-nî-té
檢察官,kiám-tshat-kuann
暫停,tsiām-thîng
安理會,an-lí-huē
作為,tsok-uî
Bashir,bashir
歸案,kui-àn
總講,tsóng-kóng
深,tshim
能力,lîng-li̍k
插矣,tshap--ah
強權,kiông-khuân
敵對,ti̍k-tuì
Cambodia,cambodia
口號,kháu-hō
Saudi,saudi
引起,ín-khí
傳統,thuân-thóng
Arabian,arabian
反感,huán-kám
參,tsham
盟國,bîng-kok
別莊,pia̍t-tsong
Camp,camp
在內,tsāi-lāi
波斯灣,pho-su-uan
國防,kok-hông
防備,hông-pī
簽定,tshiam-tīng
防禦,hông-gū
條約,tiâu-iok
Sunni,sunni
Shia,shia
區域,khu-hi̍k
戰線,tsiàn-suànn
Lebanon,lebanon
Yemen,yemen
解除,kái-tû
使,sú,sái
國王,kok-ông
親身,tshin-sin
出席,tshut-si̍k
外界,guā-kài
解讀,kái-tho̍k
意外,ì-guā
代先,tāi-sing
發表,huat-piáu
受訪,siū-hóng
軍事,kun-sū
破壞,phò-hāi,phò-huāi
安定,an-tīng
激恬恬,kik-tiām-tiām
代理者,tāi-lí-tsiá
民兵,bîn-ping
交戰,kau-tsiàn
轉向,tsuán-hiòng
高度,ko-tōo
依賴,i-nāi
裝備,tsong-pī
軍隊,kun-tuī
自力,tsū-li̍k
作戰,tsok-tsiàn
七十九,tshit-tsa̍p-káu
Salman,salman
正月,tsiann--gue̍h
登基,ting-ki
調整,tiâu-tsíng
王位,ông-uī
繼承,kè-sîng
順位,sūn-uī
接班,tsiap-pan
出兵,tshut-ping
權位,khuân-uī
對外,tuì-guā
積極,tsik-ki̍k
序詩,sū-si
詩,si
詩人,si-jîn
押韻,ah-ūn
格律,kik-lu̍t
整齊,tsíng-tsê
小說家,siáu-suat-ka
十九,tsa̍p-káu
花嗄嗄,hue-sà-sà
連連,liân-liân
社會版,siā-huē-pán
只,tsí
歹徒,tái-tôo
丙,piánn
日,ji̍t
而,jî
胡言亂語,ôo-giân-luān-gí
佮意的,kah-ì--ê
隨意,suî-ì
上目的,tsiūnn-ba̍k--ê
擲㧒,tàn-hiat-ka̍k
一月,it--gue̍h
之一,tsi-it
綿仔糖,mî-á-thn̂g
城,siânn-pó
固定,kòo-tīng
面貌,bīn-māu
外形,guā-hîng
在人,tsāi-lâng
稗,phē
才是,tsiah-sī
真理,tsin-lí
鼻頭,phīnn-thâu
